order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit
4375,2023-08-11,Standard Class,Corporate,United States,Kent,Ohio,44240,East,Office Supplies,Appliances,OFF-AP-10002998,90,100,6,2,2.0,98.0,8.0
4376,2022-01-21,Standard Class,Home Office,United States,San Gabriel,California,91776,West,Furniture,Furnishings,FUR-FU-10003708,280,300,5,5,15.0,285.0,5.0
4377,2023-09-30,Standard Class,Home Office,United States,San Gabriel,California,91776,West,Office Supplies,Appliances,OFF-AP-10001391,220,270,3,5,13.5,256.5,36.5
4378,2023-04-18,Standard Class,Home Office,United States,San Gabriel,California,91776,West,Furniture,Chairs,FUR-CH-10003973,1280,1490,5,2,29.8,1460.2,180.20000000000005
4379,2022-08-12,Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10000461,20,20,2,5,1.0,19.0,-1.0
4380,2023-01-24,Second Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,OFF-EN-10002831,70,70,2,4,2.8000000000000003,67.2,-2.799999999999997
4381,2022-06-05,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10004648,50,60,3,3,1.7999999999999998,58.2,8.200000000000003
4382,2022-09-20,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,FUR-TA-10001857,210,250,3,4,10.0,240.0,30.0
4383,2022-02-18,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Office Supplies,Binders,OFF-BI-10000546,0,0,5,3,0.0,0.0,0.0
4384,2022-12-11,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,FUR-BO-10004690,360,380,4,2,7.6000000000000005,372.4,12.399999999999977
4385,2022-02-03,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Technology,Phones,TEC-PH-10001557,140,150,2,2,3.0,147.0,7.0
4386,2022-07-06,Standard Class,Consumer,United States,Highland Park,Illinois,60035,Central,Furniture,Bookcases,FUR-BO-10002545,780,910,5,3,27.3,882.7,102.70000000000005
4387,2023-09-08,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10001366,40,40,4,2,0.8,39.2,-0.7999999999999972
4388,2023-02-05,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001628,30,30,3,2,0.6,29.4,-0.6000000000000014
4389,2022-11-14,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10003651,40,50,7,5,2.5,47.5,7.5
4390,2023-11-28,First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10003159,170,180,2,5,9.0,171.0,1.0
4391,2023-10-18,First Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10001459,1080,1260,3,3,37.8,1222.2,142.20000000000005
4392,2023-11-28,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004602,60,70,3,3,2.1,67.9,7.900000000000006
4393,2023-08-12,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Art,OFF-AR-10001953,60,70,2,4,2.8000000000000003,67.2,7.200000000000003
4394,2023-12-23,Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,TEC-PH-10000923,50,60,5,2,1.2,58.8,8.799999999999997
4395,2023-06-10,Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,OFF-ST-10002583,30,30,1,4,1.2,28.8,-1.1999999999999993
4396,2023-06-09,Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10000977,30,30,3,5,1.5,28.5,-1.5
4397,2023-10-02,Standard Class,Corporate,United States,San Diego,California,92024,West,Technology,Phones,TEC-PH-10002549,320,360,2,3,10.799999999999999,349.2,29.19999999999999
4398,2023-07-28,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,FUR-CH-10002880,150,170,2,3,5.1,164.9,14.900000000000006
4399,2023-12-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10003039,60,70,2,4,2.8000000000000003,67.2,7.200000000000003
4400,2023-03-27,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Envelopes,OFF-EN-10003055,180,200,5,2,4.0,196.0,16.0
4401,2022-06-30,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Office Supplies,Appliances,OFF-AP-10002945,850,900,3,2,18.0,882.0,32.0
4402,2022-06-03,Same Day,Consumer,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,FUR-FU-10004306,830,970,5,5,48.5,921.5,91.5
4403,2022-04-29,First Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10002445,10,10,2,5,0.5,9.5,-0.5
4404,2023-07-28,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10002445,20,20,3,2,0.4,19.6,-0.3999999999999986
4405,2022-10-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10002345,30,30,3,2,0.6,29.4,-0.6000000000000014
4406,2023-08-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,OFF-ST-10001558,30,40,3,3,1.2,38.8,8.799999999999997
4407,2023-04-30,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001622,10,10,2,4,0.4,9.6,-0.40000000000000036
4408,2023-08-03,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10000418,280,310,3,2,6.2,303.8,23.80000000000001
4409,2023-09-23,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10000343,0,0,1,5,0.0,0.0,0.0
4410,2022-07-17,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,OFF-LA-10004425,10,10,2,2,0.2,9.8,-0.1999999999999993
4411,2023-03-08,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001897,100,110,6,5,5.5,104.5,4.5
4412,2023-09-18,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10003883,20,20,3,5,1.0,19.0,-1.0
4413,2023-11-03,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003963,500,620,3,3,18.599999999999998,601.4,101.39999999999998
4414,2023-06-13,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10001303,50,60,3,5,3.0,57.0,7.0
4415,2022-06-29,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,OFF-BI-10003925,360,390,1,5,19.5,370.5,10.5
4416,2023-06-14,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10004586,490,580,2,2,11.6,568.4,78.39999999999998
4417,2022-01-29,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Fasteners,OFF-FA-10003495,20,30,5,2,0.6,29.4,9.399999999999999
4418,2022-10-23,Second Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10002867,420,480,8,3,14.399999999999999,465.6,45.60000000000002
4419,2023-06-15,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,FUR-FU-10003773,180,190,3,4,7.6000000000000005,182.4,2.4000000000000057
4420,2022-07-29,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002954,10,10,4,5,0.5,9.5,-0.5
4421,2022-03-11,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,OFF-SU-10002537,40,40,5,4,1.6,38.4,-1.6000000000000014
4422,2023-12-05,Standard Class,Consumer,United States,Margate,Florida,33063,South,Office Supplies,Art,OFF-AR-10001374,20,20,3,5,1.0,19.0,-1.0
4423,2022-03-01,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Appliances,OFF-AP-10001492,20,20,2,5,1.0,19.0,-1.0
4424,2023-07-22,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,FUR-BO-10003546,280,300,3,4,12.0,288.0,8.0
4425,2023-06-02,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10002185,30,30,5,4,1.2,28.8,-1.1999999999999993
4426,2022-12-29,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,OFF-BI-10000315,100,110,6,5,5.5,104.5,4.5
4427,2022-03-20,First Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10002350,50,60,2,2,1.2,58.8,8.799999999999997
4428,2022-07-30,Standard Class,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10002666,20,30,3,3,0.8999999999999999,29.1,9.100000000000001
4429,2023-10-21,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Chairs,FUR-CH-10004495,1470,1810,6,2,36.2,1773.8,303.79999999999995
4430,2022-10-13,Same Day,Consumer,United States,Orange,New Jersey,7050,East,Office Supplies,Art,OFF-AR-10001725,60,70,3,4,2.8000000000000003,67.2,7.200000000000003
4431,2022-03-29,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,OFF-FA-10002280,20,20,4,3,0.6,19.4,-0.6000000000000014
4432,2023-11-16,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10001770,10,10,3,4,0.4,9.6,-0.40000000000000036
4433,2023-06-13,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10002885,20,20,5,4,0.8,19.2,-0.8000000000000007
4434,2023-01-22,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,OFF-AR-10003772,10,10,1,3,0.3,9.7,-0.3000000000000007
4435,2023-11-18,Second Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Tables,FUR-TA-10003392,740,840,3,4,33.6,806.4,66.39999999999998
4436,2023-11-28,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10000014,0,0,1,2,0.0,0.0,0.0
4437,2022-04-19,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10003217,30,30,7,2,0.6,29.4,-0.6000000000000014
4438,2022-01-02,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,OFF-AP-10002403,20,30,3,5,1.5,28.5,8.5
4439,2022-11-28,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,OFF-PA-10001972,10,10,2,4,0.4,9.6,-0.40000000000000036
4440,2022-08-09,Standard Class,Consumer,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,OFF-PA-10004041,20,20,4,3,0.6,19.4,-0.6000000000000014
4441,2022-11-24,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Technology,Accessories,TEC-AC-10004975,100,110,1,2,2.2,107.8,7.799999999999997
4442,2023-12-26,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10001932,870,970,5,3,29.099999999999998,940.9,70.89999999999998
4443,2023-08-18,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,OFF-AR-10001761,30,30,5,2,0.6,29.4,-0.6000000000000014
4444,2023-02-21,Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Paper,OFF-PA-10002262,20,30,5,2,0.6,29.4,9.399999999999999
4445,2022-05-25,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Envelopes,OFF-EN-10004483,70,80,5,3,2.4,77.6,7.599999999999994
4446,2022-10-18,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,OFF-PA-10003270,20,30,6,2,0.6,29.4,9.399999999999999
4447,2022-06-10,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Binders,OFF-BI-10001634,20,30,4,2,0.6,29.4,9.399999999999999
4448,2022-08-15,Standard Class,Home Office,United States,Bloomington,Indiana,47401,Central,Office Supplies,Storage,OFF-ST-10000675,160,170,5,4,6.8,163.2,3.1999999999999886
4449,2023-05-18,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000732,10,10,2,4,0.4,9.6,-0.40000000000000036
4450,2023-09-13,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10004355,10,10,1,5,0.5,9.5,-0.5
4451,2023-11-10,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Envelopes,OFF-EN-10000056,160,190,3,5,9.5,180.5,20.5
4452,2022-12-07,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10000221,30,30,5,3,0.8999999999999999,29.1,-0.8999999999999986
4453,2022-01-15,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,OFF-EN-10003567,40,40,2,2,0.8,39.2,-0.7999999999999972
4454,2022-06-18,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,FUR-BO-10001811,1080,1280,5,2,25.6,1254.4,174.4000000000001
4455,2022-06-29,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10002486,20,30,4,5,1.5,28.5,8.5
4456,2022-01-04,Standard Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002372,110,130,2,4,5.2,124.8,14.799999999999997
4457,2023-07-13,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003274,10,10,2,3,0.3,9.7,-0.3000000000000007
4458,2022-08-26,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,OFF-PA-10001878,210,240,5,3,7.199999999999999,232.8,22.80000000000001
4459,2023-02-05,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Supplies,OFF-SU-10002881,1180,1330,2,5,66.5,1263.5,83.5
4460,2022-06-26,First Class,Home Office,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10001979,30,30,1,4,1.2,28.8,-1.1999999999999993
4461,2023-12-23,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001522,140,150,2,4,6.0,144.0,4.0
4462,2023-01-23,First Class,Home Office,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10003657,50,50,2,3,1.5,48.5,-1.5
4463,2022-04-01,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10001718,70,80,4,4,3.2,76.8,6.799999999999997
4464,2023-07-19,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Paper,OFF-PA-10003022,10,10,3,3,0.3,9.7,-0.3000000000000007
4465,2022-05-04,First Class,Home Office,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10000891,180,210,2,2,4.2,205.8,25.80000000000001
4466,2023-06-27,Standard Class,Corporate,United States,Boise,Idaho,83704,West,Office Supplies,Binders,OFF-BI-10004970,0,0,1,5,0.0,0.0,0.0
4467,2023-01-17,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10003759,20,20,9,5,1.0,19.0,-1.0
4468,2022-09-13,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003001,150,170,2,5,8.5,161.5,11.5
4469,2023-12-28,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000780,290,320,2,2,6.4,313.6,23.600000000000023
4470,2022-11-10,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10001972,10,10,2,3,0.3,9.7,-0.3000000000000007
4471,2022-01-07,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,FUR-CH-10003535,120,130,3,4,5.2,124.8,4.799999999999997
4472,2022-09-16,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,FUR-CH-10003774,50,60,1,2,1.2,58.8,8.799999999999997
4473,2022-07-15,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Technology,Accessories,TEC-AC-10004571,210,240,3,3,7.199999999999999,232.8,22.80000000000001
4474,2023-08-12,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,FUR-TA-10004442,280,340,2,3,10.2,329.8,49.80000000000001
4475,2023-12-25,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002787,20,20,3,2,0.4,19.6,-0.3999999999999986
4476,2022-01-06,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Furnishings,FUR-FU-10004586,20,20,4,2,0.4,19.6,-0.3999999999999986
4477,2022-09-27,Same Day,Home Office,United States,Mentor,Ohio,44060,East,Office Supplies,Paper,OFF-PA-10002606,10,10,2,4,0.4,9.6,-0.40000000000000036
4478,2022-09-25,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Office Supplies,Storage,OFF-ST-10000129,290,330,3,5,16.5,313.5,23.5
4479,2023-02-14,Same Day,Consumer,United States,Lawton,Oklahoma,73505,Central,Furniture,Tables,FUR-TA-10003748,220,250,2,2,5.0,245.0,25.0
4480,2023-12-09,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004948,20,20,5,2,0.4,19.6,-0.3999999999999986
4481,2022-12-10,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,OFF-FA-10001561,20,20,7,2,0.4,19.6,-0.3999999999999986
4482,2022-05-10,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10002998,40,40,2,4,1.6,38.4,-1.6000000000000014
4483,2023-07-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003981,30,40,12,4,1.6,38.4,8.399999999999999
4484,2023-08-24,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10001725,100,120,3,5,6.0,114.0,14.0
4485,2022-11-06,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002071,10,10,2,2,0.2,9.8,-0.1999999999999993
4486,2022-10-08,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10000477,20,20,3,2,0.4,19.6,-0.3999999999999986
4487,2022-08-14,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004359,260,310,3,3,9.299999999999999,300.7,40.69999999999999
4488,2023-08-10,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10000962,20,20,5,3,0.6,19.4,-0.6000000000000014
4489,2023-12-01,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,OFF-SU-10003567,70,70,9,4,2.8000000000000003,67.2,-2.799999999999997
4490,2023-08-09,Standard Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10003708,0,0,3,3,0.0,0.0,0.0
4491,2022-11-24,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Tables,FUR-TA-10001095,370,420,3,4,16.8,403.2,33.19999999999999
4492,2022-12-16,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,TEC-CO-10001571,590,660,2,3,19.8,640.2,50.200000000000045
4493,2023-03-19,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,FUR-FU-10000221,10,10,2,4,0.4,9.6,-0.40000000000000036
4494,2022-06-28,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10001972,30,40,7,5,2.0,38.0,8.0
4495,2022-01-31,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10000015,750,910,6,5,45.5,864.5,114.5
4496,2023-04-20,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10004015,800,920,9,4,36.800000000000004,883.2,83.20000000000005
4497,2022-10-07,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10002036,30,40,6,2,0.8,39.2,9.200000000000003
4498,2022-04-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003650,560,630,4,2,12.6,617.4,57.39999999999998
4499,2022-09-25,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003309,10,10,2,5,0.5,9.5,-0.5
4500,2022-08-11,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Paper,OFF-PA-10002787,10,10,2,2,0.2,9.8,-0.1999999999999993
4501,2022-05-27,Standard Class,Corporate,United States,Bakersfield,California,93309,West,Office Supplies,Binders,OFF-BI-10000174,20,20,5,5,1.0,19.0,-1.0
4502,2023-09-21,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10002005,30,30,5,2,0.6,29.4,-0.6000000000000014
4503,2022-01-29,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,OFF-FA-10002815,20,20,6,2,0.4,19.6,-0.3999999999999986
4504,2022-04-24,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10000213,160,170,7,5,8.5,161.5,1.5
4505,2022-08-15,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10000828,320,360,2,4,14.4,345.6,25.600000000000023
4506,2022-04-08,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,TEC-AC-10004708,50,60,3,5,3.0,57.0,7.0
4507,2023-02-28,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001530,710,820,3,5,41.0,779.0,69.0
4508,2023-12-15,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10002301,20,20,1,4,0.8,19.2,-0.8000000000000007
4509,2023-05-01,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10002554,20,20,1,4,0.8,19.2,-0.8000000000000007
4510,2023-06-11,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10001520,140,170,3,2,3.4,166.6,26.599999999999994
4511,2022-01-10,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,FUR-FU-10001085,40,40,2,3,1.2,38.8,-1.2000000000000028
4512,2023-01-06,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001597,70,80,2,4,3.2,76.8,6.799999999999997
4513,2022-04-09,First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10002429,50,50,6,3,1.5,48.5,-1.5
4514,2023-04-10,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001590,10,10,1,4,0.4,9.6,-0.40000000000000036
4515,2023-01-25,Second Class,Consumer,United States,Hampton,Virginia,23666,South,Furniture,Chairs,FUR-CH-10000847,270,290,1,3,8.7,281.3,11.300000000000011
4516,2023-10-13,Standard Class,Home Office,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Art,OFF-AR-10003179,30,40,4,3,1.2,38.8,8.799999999999997
4517,2022-10-24,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000807,20,20,5,4,0.8,19.2,-0.8000000000000007
4518,2023-11-02,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002103,50,50,7,2,1.0,49.0,-1.0
4519,2023-08-12,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10004441,20,20,4,4,0.8,19.2,-0.8000000000000007
4520,2023-03-14,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,OFF-ST-10003805,1190,1350,8,3,40.5,1309.5,119.5
4521,2023-08-29,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Technology,Accessories,TEC-AC-10001284,50,60,3,3,1.7999999999999998,58.2,8.200000000000003
4522,2023-02-06,Standard Class,Corporate,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10000221,20,20,4,3,0.6,19.4,-0.6000000000000014
4523,2022-01-30,Second Class,Corporate,United States,Louisville,Colorado,80027,West,Office Supplies,Fasteners,OFF-FA-10001229,10,10,3,3,0.3,9.7,-0.3000000000000007
4524,2023-10-30,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10001569,30,30,7,3,0.8999999999999999,29.1,-0.8999999999999986
4525,2023-07-01,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10004018,70,90,6,5,4.5,85.5,15.5
4526,2022-08-12,Standard Class,Home Office,United States,Rome,New York,13440,East,Technology,Phones,TEC-PH-10004536,250,270,2,2,5.4,264.6,14.600000000000023
4527,2022-07-17,Standard Class,Home Office,United States,Rome,New York,13440,East,Office Supplies,Paper,OFF-PA-10004353,90,100,5,3,3.0,97.0,7.0
4528,2022-01-04,Standard Class,Home Office,United States,Rome,New York,13440,East,Furniture,Furnishings,FUR-FU-10004848,40,40,4,3,1.2,38.8,-1.2000000000000028
4529,2023-08-08,Second Class,Corporate,United States,Marion,Ohio,43302,East,Technology,Accessories,TEC-AC-10004864,100,120,4,5,6.0,114.0,14.0
4530,2023-12-18,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002393,0,0,2,3,0.0,0.0,0.0
4531,2022-12-05,First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10002335,360,410,2,4,16.4,393.6,33.60000000000002
4532,2022-05-04,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001590,30,40,3,3,1.2,38.8,8.799999999999997
4533,2022-01-21,Same Day,Home Office,United States,Manteca,California,95336,West,Furniture,Chairs,FUR-CH-10002774,100,120,3,4,4.8,115.2,15.200000000000003
4534,2023-09-02,Same Day,Home Office,United States,Manteca,California,95336,West,Office Supplies,Envelopes,OFF-EN-10001219,20,20,2,2,0.4,19.6,-0.3999999999999986
4535,2023-03-15,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10001947,10,10,2,4,0.4,9.6,-0.40000000000000036
4536,2023-02-01,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10003142,20,20,3,4,0.8,19.2,-0.8000000000000007
4537,2023-09-26,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001543,90,90,3,4,3.6,86.4,-3.5999999999999943
4538,2022-11-12,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10003560,20,20,3,2,0.4,19.6,-0.3999999999999986
4539,2023-08-28,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Art,OFF-AR-10004757,10,10,4,5,0.5,9.5,-0.5
